93,0,0,0,0,0,0,0,0,0,8553,0,0,0,0,0,0,0,0,12,117268,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2623,0,0,1,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,35068,65,1992_1997
61602,0,0,0,0,0,0,0,0,0,146082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29566,66,1992_1997
273773,96,0,0,157,0,0,0,37,943,2650780,8,2264,520,18,82,26,13223,0,2,12927,0,0,0,0,0,2,0,10841,8,336500,11,13,125,2,877,0,4888,0,0,0,0,0,2551,0,0,0,0,811,0,53,91,0,73447,0,240,0,0,0,0,9,0,0,2059,15,1024,6165,3,127,4,0,13,14,397495,67,1992_1997
2249,0,0,0,0,0,0,0,0,0,11817,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,201,0,111,434,0,34,0,0,0,0,13691,68,1992_1997
3163830,27831,44,0,10600,0,11,11,77,10718,1652794,10506,4,888,441,1369,897,276,3852,848,972088,0,472,0,0,0,0,0,31,0,20547,86,0,0,0,0,0,97879,0,45,0,0,51,31809,0,0,0,372,6,0,0,277,0,27341,0,0,19,14,0,0,35,0,0,27877,23,59,138,8,10,100,27,0,4,72547,69,1992_1997
525,13,0,0,13,0,0,0,0,388,913235,73,648,99,33,0,0,3344,0,3,801,0,1,0,0,0,0,0,68,0,2328,10,0,0,0,19,0,539,0,0,0,0,1,152,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,6191,70,1992_1997
19898,0,0,0,0,0,0,0,0,0,12855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54175,71,1992_1997
471,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,7810,0,4,0,0,0,0,0,0,0,10505,0,0,0,0,0,0,161,0,0,0,0,0,2481,0,0,0,0,0,0,0,0,0,2605,0,0,0,0,49,0,9,0,0,214873,250,0,0,0,0,0,0,0,9,4137,72,1992_1997
129774,1222,223,0,46,0,0,0,1,2728,2661856,88,0,64,1369,0,0,2609,8,24,51854,0,12,0,0,0,3,0,54,0,2451,2,0,0,0,747,0,1061,0,52,0,0,31,51957,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,21,155,3,2,3,8,0,0,41341,73,1992_1997
275272,4301,0,0,496,0,0,0,8,1130,371188,1725,3,52,598,34,94,8,12,348,58182,0,12,0,0,0,0,0,2,0,970,0,0,0,0,0,0,6086,0,0,0,0,2,29521,0,0,0,78,0,0,0,0,0,5508,0,0,0,184,0,0,45,0,0,17008,0,5,16,0,0,5,0,0,0,4950,74,1992_1997
